0,5
1,5
2,5
3,5
4,5
5,5
6,5
7,5
8,5
9,5
10,5
11,5
12,5
13,5
14,5
15,5
16,5
17,5
18,5
19,5
20,5
21,5
22,5
23,5
24,5
25,9
26,0
27,4
28,9
29,6
30,4
31,7
32,2
33,5
34,7
35,4
36,0
37,4
38,7
39,8
40,5
41,7
42,9
43,9
44,1
45,1
46,6
47,8
48,1
49,3
50,9
51,0
52,3
53,1
54,0
55,7
56,9
57,3
58,4
59,6
60,7
61,0
62,3
63,7
64,8
65,8
66,1
67,9
68,3
69,4
70,8
71,7
72,8
73,6
74,6
75,3
76,7
77,3
78,7
79,3
80,0
81,7
82,6
83,0
84,5
85,6
86,5
87,4
88,7
89,4
90,3
91,3
92,4
93,0
94,8
95,3
96,8
97,7
98,8
99,2
100,2
101,5
102,6
103,7
104,1
105,1
106,7
107,4
108,7
109,2
110,5
111,1
112,7
113,6
114,7
115,4
116,2
117,7
118,9
119,0
120,5
121,0
122,7
123,1
124,8
125,4
126,0
127,0
128,2
129,6
130,6
131,2
132,6
133,3
134,6
135,0
136,2
137,3
138,9
139,3
140,2
141,8
142,3
143,3
144,1
145,3
146,8
147,6
148,1
149,5
150,6
151,4
152,8
153,0
154,0
155,3
156,6
157,0
158,3
159,3
160,2
161,2
162,4
163,8
164,5
165,2
166,6
167,1
168,6
169,9
170,4
171,6
172,3
173,4
174,9
175,1
176,5
177,3
178,9
179,7
180,5
181,1
182,1
183,5
184,5
185,2
186,7
187,7
188,6
189,6
190,1
191,0
192,2
193,0
194,1
195,9
196,6
197,9
198,5
199,2
200,8
201,9
202,4
203,9
204,6
205,7
206,6
207,4
208,4
209,2
210,8
211,9
212,5
213,0
214,7
215,6
216,7
217,6
218,7
219,1
220,2
221,4
222,1
223,6
224,9
225,0
226,9
227,2
228,6
229,7
230,2
231,8
232,3
233,2
234,9
235,5
236,7
237,9
238,4
239,6
240,9
241,6
242,0
243,1
244,1
245,4
246,9
247,4
248,9
249,3
