0,7
1,7
2,7
3,7
4,7
5,7
6,7
7,7
8,7
9,7
10,7
11,7
12,7
13,7
14,7
15,7
16,7
17,7
18,7
19,7
20,7
21,7
22,7
23,7
24,7
25,7
26,7
27,7
28,7
29,7
30,7
31,7
32,7
33,7
34,7
35,7
36,7
37,7
38,7
39,7
40,7
41,7
42,7
43,7
44,7
45,7
46,7
47,7
48,7
49,7
50,7
51,7
52,7
53,7
54,7
55,7
56,7
57,7
58,7
59,7
60,7
61,7
62,7
63,7
64,7
65,7
66,7
67,7
68,7
69,7
70,7
71,7
72,7
73,7
74,7
75,7
76,7
77,7
78,7
79,7
80,7
81,7
82,7
83,7
84,7
85,7
86,7
87,7
88,7
89,7
90,7
91,7
92,7
93,7
94,7
95,7
96,7
97,7
98,7
99,7
100,4
101,7
102,5
103,6
104,9
105,4
106,7
107,0
108,0
109,3
110,5
111,9
112,9
113,7
114,3
115,7
116,3
117,6
118,0
119,8
120,8
121,7
122,1
123,4
124,6
125,1
126,3
127,2
128,4
129,3
130,8
131,2
132,4
133,8
134,3
135,9
136,4
137,7
138,2
139,5
140,8
141,2
142,9
143,9
144,7
145,6
146,1
147,4
148,8
149,9
150,8
151,0
152,6
153,8
154,8
155,8
156,5
157,6
158,0
159,9
160,4
161,1
162,2
163,6
164,4
165,5
166,4
167,9
168,7
169,6
170,1
171,1
172,7
173,7
174,8
175,3
176,9
177,3
178,2
179,8
180,0
181,3
182,0
183,9
184,4
185,6
186,1
187,2
188,0
189,8
190,6
191,6
192,3
193,4
194,0
195,2
196,7
197,4
198,3
199,2
200,5
201,1
202,6
203,7
204,3
205,1
206,0
207,8
208,0
209,1
210,9
211,6
212,1
213,0
214,5
215,3
216,1
217,4
218,9
219,2
220,3
221,5
222,4
223,9
224,5
225,8
226,6
227,6
228,1
229,7
230,1
231,2
232,2
233,2
234,8
235,4
236,8
237,3
238,0
239,3
240,9
241,9
242,2
243,1
244,1
245,3
246,1
247,2
248,0
249,6
250,0
251,9
252,4
253,9
254,1
255,6
256,8
257,8
258,7
259,2
260,0
261,0
262,5
263,3
264,7
265,5
266,0
267,1
268,4
269,2
270,4
271,5
272,9
273,9
274,2
275,0
276,6
277,0
278,2
279,5
280,2
281,5
282,3
283,4
284,8
285,4
286,9
287,5
288,4
289,9
290,1
291,2
292,5
293,5
294,8
295,8
296,2
297,0
298,1
299,7
300,9
301,7
302,8
303,4
304,1
305,9
306,3
307,2
308,0
309,0
310,3
311,2
312,8
313,4
314,9
315,9
316,2
317,2
318,8
319,0
320,6
321,5
322,7
323,8
324,4
325,9
326,7
327,0
328,7
329,8
330,6
331,2
332,8
333,0
334,3
335,5
336,3
337,1
338,2
339,1
340,0
341,9
342,7
343,7
344,3
345,0
346,6
347,0
348,0
349,9
350,3
351,6
352,2
353,9
354,8
355,1
356,9
357,9
358,8
359,5
360,6
361,6
362,6
363,0
364,4
365,8
366,0
367,7
368,7
369,2
370,6
371,2
372,2
373,6
374,9
375,7
376,0
377,0
378,2
379,0
380,6
381,6
382,7
383,6
384,5
385,4
386,4
387,5
388,4
389,8
390,0
391,9
392,5
393,4
394,4
395,9
396,7
397,8
398,2
399,2
400,6
401,3
402,4
403,5
404,5
405,7
406,7
407,9
408,2
409,6
410,2
411,0
412,0
413,5
414,3
415,5
416,3
417,5
418,6
419,9
420,3
421,4
422,9
423,8
424,9
425,5
426,6
427,0
428,2
429,8
430,0
431,9
432,7
433,4
434,3
435,7
436,6
437,2
438,7
439,5
440,7
441,0
442,2
443,1
444,4
445,1
446,2
447,4
448,8
449,0
450,5
451,7
452,6
453,5
454,5
455,3
456,0
457,6
458,1
459,7
460,7
461,7
462,1
463,6
464,7
465,4
466,0
467,2
468,4
469,8
470,7
471,5
472,2
473,2
474,3
475,4
476,0
477,2
478,2
479,2
480,0
481,9
482,4
483,5
484,8
485,8
486,1
487,0
488,2
489,0
490,8
491,6
492,2
493,5
494,5
495,5
496,6
497,7
498,4
499,5
500,6
501,9
502,0
503,2
504,0
505,2
506,1
507,7
508,1
509,8
510,8
511,6
512,0
513,0
514,8
515,8
516,5
517,9
518,9
519,2
520,5
521,8
522,0
523,0
524,7
525,4
526,9
527,1
528,0
529,4
530,6
531,2
532,1
533,5
534,6
535,2
536,8
537,5
538,6
539,1
540,9
541,9
542,9
543,4
544,5
545,5
546,6
547,6
548,7
549,3
550,2
551,7
552,7
553,7
554,1
555,2
556,6
557,1
558,6
559,4
560,9
561,5
562,3
563,4
564,9
565,1
566,8
567,9
568,0
569,5
570,3
571,3
572,9
573,3
574,1
575,3
576,8
577,7
578,5
579,9
580,0
581,1
582,7
583,3
584,3
585,4
586,3
587,4
588,8
589,6
590,2
591,2
592,5
593,5
594,5
595,7
596,8
597,8
598,5
599,3
600,1
601,1
602,9
603,4
604,9
605,5
606,5
607,7
608,2
609,4
610,2
611,4
612,4
613,3
614,6
615,9
616,8
617,6
618,1
619,1
620,1
621,8
622,4
623,3
624,8
625,8
626,0
627,9
628,4
629,5
630,6
631,2
632,7
633,1
634,2
635,8
636,3
637,5
638,9
639,6
640,5
641,4
642,2
643,3
644,3
645,6
646,0
647,6
648,7
649,8
650,5
651,7
652,9
653,8
654,9
655,9
656,0
657,1
658,6
659,0
660,4
661,8
662,5
663,5
664,9
665,2
666,4
667,0
668,7
669,4
670,7
671,2
672,6
